name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,total_sales,platform_group,console_type,rating_sem
Myth Makers: Trixie in Toyland,Wii,2008,Platform,0.04,0.0,0.0,0.0,65.0,2.0,E,0.04,Nintendo,Home console,everyone
Mytran Wars,PSP,2009,Strategy,0.08,0.02,0.0,0.02,68.0,88.0,T,0.12000000000000001,Playstation,Portable console,teen
N+,DS,2007,Platform,0.06,0.0,0.0,0.0,82.0,74.0,E,0.06,Nintendo,Portable console,everyone
N+,PSP,2007,Platform,0.03,0.0,0.0,0.0,79.0,78.0,E,0.03,Playstation,Portable console,everyone
N2O: Nitrous Oxide,PS,1998,Racing,0.09,0.06,0.0,0.01,73.5,83.0,Pending,0.16,Playstation,Home console,pending
N3 II: Ninety-Nine Nights,X360,2010,Action,0.06,0.06,0.04,0.01,71.0,70.0,Pending,0.17,Xbox,Home console,pending
N3: Ninety-Nine Nights,X360,2006,Action,0.2,0.02,0.05,0.02,71.0,70.0,Pending,0.29000000000000004,Xbox,Home console,pending
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,0.0,0.0,0.02,0.0,66.0,74.0,Pending,0.02,Nintendo,Portable console,pending
NARC,PS2,2005,Shooter,0.18,0.14,0.0,0.05,50.0,70.0,M,0.37,Playstation,Home console,mature
NARC,XB,2005,Shooter,0.14,0.04,0.0,0.01,51.0,28.0,M,0.19000000000000003,Xbox,Home console,mature
NASCAR,PSP,2006,Racing,0.09,0.0,0.0,0.01,66.0,53.0,E,0.09999999999999999,Playstation,Portable console,everyone
NASCAR '14,PS3,2014,Racing,0.09,0.0,0.0,0.02,67.0,46.0,E,0.11,Playstation,Home console,everyone
NASCAR '14,X360,2014,Racing,0.15,0.0,0.0,0.02,65.0,51.0,E,0.16999999999999998,Xbox,Home console,everyone
NASCAR '15,X360,2015,Sports,0.15,0.0,0.0,0.02,71.0,38.0,E,0.16999999999999998,Xbox,Home console,everyone
NASCAR 06: Total Team Control,PS2,2005,Racing,0.53,0.02,0.0,0.09,78.0,77.0,E,0.64,Playstation,Home console,everyone
NASCAR 06: Total Team Control,XB,2005,Racing,0.2,0.06,0.0,0.01,79.0,59.0,E,0.27,Xbox,Home console,everyone
NASCAR 07,PS2,2006,Racing,0.06,0.04,0.0,0.01,68.0,89.0,E,0.11,Playstation,Home console,everyone
NASCAR 07,XB,2006,Racing,0.03,0.01,0.0,0.0,72.0,70.0,E,0.04,Xbox,Home console,everyone
NASCAR 08,PS2,2007,Racing,0.12,0.09,0.0,0.03,56.0,82.0,E,0.24,Playstation,Home console,everyone
NASCAR 08,PS3,2007,Racing,0.15,0.05,0.0,0.03,57.0,50.0,E,0.23,Playstation,Home console,everyone
NASCAR 08,X360,2007,Racing,0.26,0.0,0.0,0.02,59.0,52.0,E,0.28,Xbox,Home console,everyone
NASCAR 09,PS2,2008,Racing,0.26,0.2,0.0,0.07,70.0,79.0,E,0.53,Playstation,Home console,everyone
NASCAR 09,PS3,2008,Racing,0.22,0.01,0.0,0.02,65.0,75.0,E,0.25,Playstation,Home console,everyone
NASCAR 09,X360,2008,Racing,0.23,0.0,0.0,0.02,69.0,78.0,E,0.25,Xbox,Home console,everyone
NASCAR 2000,N64,1999,Racing,0.49,0.03,0.0,0.0,70.0,75.0,Pending,0.52,Nintendo,Home console,pending
NASCAR 2000,PS,1999,Racing,0.88,0.6,0.0,0.1,73.5,83.0,Pending,1.58,Playstation,Home console,pending
NASCAR 2001,PS,2000,Racing,0.45,0.31,0.0,0.05,73.0,61.0,E,0.81,Playstation,Home console,everyone
NASCAR 2001,PS2,2000,Racing,0.34,0.27,0.0,0.09,66.0,66.0,E,0.7000000000000001,Playstation,Home console,everyone
NASCAR 2005: Chase for the Cup,GC,2004,Racing,0.1,0.02,0.0,0.0,70.0,79.5,Pending,0.12000000000000001,Nintendo,Home console,pending
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,0.69,0.54,0.0,0.18,87.0,84.0,E,1.41,Playstation,Home console,everyone
NASCAR 2005: Chase for the Cup,XB,2004,Racing,0.34,0.1,0.0,0.02,86.0,80.0,E,0.4600000000000001,Xbox,Home console,everyone
NASCAR 2011: The Game,PS3,2011,Racing,0.25,0.0,0.0,0.02,62.0,37.0,E,0.27,Playstation,Home console,everyone
NASCAR 2011: The Game,Wii,2011,Racing,0.21,0.0,0.0,0.01,42.0,31.0,E,0.22,Nintendo,Home console,everyone
NASCAR 2011: The Game,X360,2011,Racing,0.29,0.0,0.0,0.02,62.0,41.0,E,0.31,Xbox,Home console,everyone
NASCAR 98,PS,1996,Racing,1.43,0.05,0.0,0.04,73.5,83.0,Pending,1.52,Playstation,Home console,pending
NASCAR 99,N64,1998,Racing,0.94,0.04,0.0,0.01,70.0,75.0,Pending,0.99,Nintendo,Home console,pending
NASCAR 99,PS,1998,Racing,1.45,0.04,0.0,0.04,73.5,83.0,Pending,1.53,Playstation,Home console,pending
NASCAR Heat,PS,2000,Racing,0.22,0.15,0.0,0.03,62.0,83.0,E,0.4,Playstation,Home console,everyone
NASCAR Heat 2002,GBA,2002,Racing,0.12,0.04,0.0,0.0,52.0,80.0,E,0.16,Nintendo,Portable console,everyone
NASCAR Heat 2002,PS2,2001,Racing,0.29,0.23,0.0,0.08,81.0,80.0,E,0.6,Playstation,Home console,everyone
NASCAR Heat 2002,XB,2001,Racing,0.15,0.04,0.0,0.01,78.0,80.0,E,0.2,Xbox,Home console,everyone
NASCAR Heat Evolution,PS4,2016,Racing,0.04,0.0,0.0,0.01,66.0,38.0,E,0.05,Playstation,Home console,everyone
NASCAR Heat Evolution,XOne,2016,Racing,0.03,0.0,0.0,0.0,76.0,16.0,E,0.03,Xbox,Home console,everyone
NASCAR Kart Racing,Wii,2009,Racing,0.39,0.0,0.0,0.03,70.0,81.0,E,0.42000000000000004,Nintendo,Home console,everyone
NASCAR Racing,PS,1996,Racing,0.23,0.16,0.0,0.03,73.5,83.0,Pending,0.42000000000000004,Playstation,Home console,pending
NASCAR Rumble,PS,2000,Racing,0.31,0.21,0.0,0.04,73.5,83.0,Pending,0.56,Playstation,Home console,pending
NASCAR The Game: Inside Line,PS3,2012,Racing,0.07,0.0,0.0,0.01,76.0,45.0,E,0.08,Playstation,Home console,everyone
NASCAR The Game: Inside Line,X360,2012,Racing,0.09,0.0,0.0,0.01,72.0,34.0,E,0.09999999999999999,Xbox,Home console,everyone
NASCAR Thunder 2002,PS,2001,Racing,0.23,0.16,0.0,0.03,69.0,69.0,E,0.42000000000000004,Playstation,Home console,everyone
NASCAR Thunder 2002,PS2,2001,Racing,0.57,0.44,0.0,0.15,85.0,85.0,E,1.16,Playstation,Home console,everyone
NASCAR Thunder 2002,XB,2001,Racing,0.25,0.07,0.0,0.01,82.0,80.0,E,0.33,Xbox,Home console,everyone
NASCAR Thunder 2003,GC,2002,Racing,0.24,0.06,0.0,0.01,85.0,66.0,E,0.31,Nintendo,Home console,everyone
NASCAR Thunder 2003,PS2,2002,Racing,0.6,0.46,0.0,0.16,84.0,87.0,E,1.22,Playstation,Home console,everyone
NASCAR Thunder 2003,XB,2002,Racing,0.2,0.06,0.0,0.01,84.0,80.0,E,0.27,Xbox,Home console,everyone
NASCAR Thunder 2004,PS2,2003,Racing,0.53,0.41,0.0,0.14,88.0,89.0,E,1.08,Playstation,Home console,everyone
NASCAR Thunder 2004,XB,2003,Racing,0.18,0.05,0.0,0.01,85.0,91.0,E,0.24,Xbox,Home console,everyone
NASCAR Unleashed,3DS,2011,Racing,0.18,0.0,0.0,0.01,68.0,71.0,E,0.19,Nintendo,Portable console,everyone
NASCAR Unleashed,PS3,2011,Racing,0.09,0.0,0.0,0.01,73.0,71.0,E,0.09999999999999999,Playstation,Home console,everyone
NASCAR Unleashed,Wii,2011,Racing,0.17,0.0,0.0,0.01,65.0,71.5,E,0.18000000000000002,Nintendo,Home console,everyone
NASCAR Unleashed,X360,2011,Racing,0.11,0.0,0.0,0.01,71.0,70.0,E,0.12,Xbox,Home console,everyone
NASCAR: Dirt to Daytona,GC,2002,Racing,0.07,0.02,0.0,0.0,85.0,73.0,E,0.09000000000000001,Nintendo,Home console,everyone
NASCAR: Dirt to Daytona,PS2,2002,Racing,0.28,0.22,0.0,0.07,84.0,88.0,E,0.5700000000000001,Playstation,Home console,everyone
NBA,PSP,2005,Sports,0.2,0.0,0.0,0.02,57.0,69.0,E,0.22,Playstation,Portable console,everyone
NBA 06,PS2,2005,Sports,0.26,0.2,0.0,0.07,63.0,63.0,E,0.53,Playstation,Home console,everyone
NBA 06,PSP,2005,Sports,0.2,0.0,0.0,0.02,72.0,54.0,E,0.22,Playstation,Portable console,everyone
NBA 07,PS2,2006,Sports,0.01,0.01,0.0,0.0,63.0,68.0,E,0.02,Playstation,Home console,everyone
NBA 07,PS3,2006,Sports,0.24,0.0,0.01,0.02,63.0,63.0,E,0.27,Playstation,Home console,everyone
NBA 07,PSP,2006,Sports,0.18,0.0,0.0,0.02,68.0,70.0,E,0.19999999999999998,Playstation,Portable console,everyone
NBA 08,PS2,2007,Sports,0.06,0.05,0.0,0.02,59.0,80.0,E,0.13,Playstation,Home console,everyone
NBA 08,PS3,2007,Sports,0.12,0.0,0.0,0.01,63.0,60.0,E,0.13,Playstation,Home console,everyone
NBA 08,PSP,2007,Sports,0.03,0.0,0.0,0.0,75.0,75.0,E,0.03,Playstation,Portable console,everyone
NBA 09: The Inside,PS2,2008,Sports,0.08,0.06,0.0,0.02,70.0,80.0,E,0.16,Playstation,Home console,everyone
NBA 09: The Inside,PS3,2008,Sports,0.14,0.0,0.0,0.01,63.0,51.0,E,0.15000000000000002,Playstation,Home console,everyone
NBA 09: The Inside,PSP,2008,Sports,0.16,0.0,0.0,0.01,79.0,74.0,E,0.17,Playstation,Portable console,everyone
NBA 10: The Inside,PSP,2009,Sports,0.07,0.0,0.0,0.01,69.0,30.0,E,0.08,Playstation,Portable console,everyone
NBA 2K,DC,1999,Sports,0.0,0.0,0.05,0.0,88.0,88.0,Pending,0.05,Other,Home console,pending
NBA 2K10,PS2,2009,Sports,0.33,0.01,0.0,0.05,70.0,86.0,E,0.39,Playstation,Home console,everyone
NBA 2K10,PS3,2009,Sports,0.75,0.01,0.01,0.07,83.0,78.0,E,0.8400000000000001,Playstation,Home console,everyone
NBA 2K10,PSP,2009,Sports,0.3,0.0,0.0,0.03,68.0,81.0,E,0.32999999999999996,Playstation,Portable console,everyone
NBA 2K10,Wii,2009,Sports,0.34,0.0,0.0,0.03,65.0,86.0,E,0.37,Nintendo,Home console,everyone
NBA 2K10,X360,2009,Sports,0.88,0.02,0.0,0.08,82.0,76.0,E,0.98,Xbox,Home console,everyone
NBA 2K11,PC,2010,Action,0.18,0.0,0.0,0.01,82.0,86.0,E,0.19,PC,Home console,everyone
NBA 2K11,PS2,2010,Action,0.34,0.01,0.0,0.06,70.0,80.0,E,0.41000000000000003,Playstation,Home console,everyone
NBA 2K11,PS3,2010,Action,1.41,0.2,0.03,0.16,89.0,76.0,E,1.7999999999999998,Playstation,Home console,everyone
NBA 2K11,PSP,2010,Action,0.39,0.0,0.0,0.03,68.0,64.0,E,0.42000000000000004,Playstation,Portable console,everyone
NBA 2K11,Wii,2010,Action,0.46,0.01,0.0,0.03,65.0,71.5,E,0.5,Nintendo,Home console,everyone
NBA 2K11,X360,2010,Action,1.84,0.12,0.01,0.13,89.0,81.0,E,2.1,Xbox,Home console,everyone
NBA 2K12,PC,2011,Sports,0.09,0.05,0.0,0.02,86.0,71.0,E,0.16,PC,Home console,everyone
NBA 2K12,PS3,2011,Sports,1.62,0.26,0.05,0.18,90.0,67.0,E,2.1100000000000003,Playstation,Home console,everyone
NBA 2K12,PSP,2011,Sports,0.22,0.03,0.0,0.03,68.0,50.0,E,0.28,Playstation,Portable console,everyone
NBA 2K12,Wii,2011,Sports,0.29,0.03,0.0,0.02,65.0,68.0,E,0.33999999999999997,Nintendo,Home console,everyone
NBA 2K12,X360,2011,Sports,2.31,0.14,0.01,0.16,90.0,77.0,E,2.62,Xbox,Home console,everyone
NBA 2K13,PC,2012,Sports,0.0,0.02,0.0,0.0,90.0,68.0,E,0.02,PC,Home console,everyone
NBA 2K13,PS3,2012,Sports,1.73,0.43,0.05,0.27,90.0,80.0,E,2.48,Playstation,Home console,everyone
NBA 2K13,Wii,2012,Sports,0.36,0.03,0.0,0.03,65.0,75.0,E,0.42000000000000004,Nintendo,Home console,everyone
NBA 2K13,WiiU,2012,Sports,0.07,0.04,0.0,0.01,85.0,70.0,E,0.12000000000000001,Nintendo,Home console,everyone
NBA 2K13,X360,2012,Sports,2.6,0.2,0.01,0.19,88.0,72.0,E,3.0,Xbox,Home console,everyone
NBA 2K14,PS3,2013,Sports,1.44,0.31,0.04,0.32,84.0,49.0,E,2.11,Playstation,Home console,everyone
NBA 2K14,PS4,2013,Sports,0.89,0.31,0.01,0.23,85.0,65.0,E,1.44,Playstation,Home console,everyone
NBA 2K14,X360,2013,Sports,2.1,0.19,0.0,0.23,87.0,49.0,E,2.52,Xbox,Home console,everyone
NBA 2K14,XOne,2013,Sports,0.7,0.11,0.0,0.09,86.0,57.0,E,0.8999999999999999,Xbox,Home console,everyone
NBA 2K15,PS3,2014,Sports,0.87,0.21,0.02,0.24,73.0,35.0,E,1.34,Playstation,Home console,everyone
NBA 2K15,PS4,2014,Sports,1.47,0.54,0.01,0.43,83.0,70.0,E,2.4499999999999997,Playstation,Home console,everyone
NBA 2K15,X360,2014,Sports,1.35,0.11,0.0,0.17,71.0,30.0,E,1.6300000000000001,Xbox,Home console,everyone
NBA 2K15,XOne,2014,Sports,1.37,0.18,0.0,0.18,82.0,63.0,E,1.73,Xbox,Home console,everyone
NBA 2K16,PC,2015,Sports,0.03,0.06,0.0,0.01,78.0,57.0,E10+,0.09999999999999999,PC,Home console,everyone 10 and older
NBA 2K16,PS3,2015,Sports,0.45,0.12,0.03,0.13,73.0,46.0,E,0.7300000000000001,Playstation,Home console,everyone
NBA 2K16,PS4,2015,Sports,2.49,0.66,0.03,0.69,87.0,67.0,E10+,3.87,Playstation,Home console,everyone 10 and older
NBA 2K16,X360,2015,Sports,0.79,0.05,0.0,0.1,71.0,32.0,E,0.9400000000000001,Xbox,Home console,everyone
NBA 2K16,XOne,2015,Sports,1.95,0.15,0.0,0.24,86.0,62.0,E10+,2.34,Xbox,Home console,everyone 10 and older
NBA 2K17,PC,2016,Sports,0.0,0.01,0.0,0.0,90.0,63.0,E,0.01,PC,Home console,everyone
NBA 2K17,PS3,2016,Sports,0.06,0.04,0.0,0.02,73.0,20.0,E,0.12000000000000001,Playstation,Home console,everyone
NBA 2K17,PS4,2016,Sports,1.25,0.27,0.02,0.34,88.0,67.0,E,1.8800000000000001,Playstation,Home console,everyone
NBA 2K17,X360,2016,Sports,0.09,0.02,0.0,0.01,71.0,34.0,E,0.12,Xbox,Home console,everyone
NBA 2K17,XOne,2016,Sports,0.86,0.06,0.0,0.11,90.0,62.0,E,1.03,Xbox,Home console,everyone
NBA 2K2,GC,2002,Sports,0.09,0.02,0.0,0.0,90.0,80.0,E,0.11,Nintendo,Home console,everyone
NBA 2K2,PS2,2002,Sports,0.59,0.46,0.01,0.15,89.0,78.0,E,1.21,Playstation,Home console,everyone
NBA 2K2,XB,2002,Sports,0.15,0.04,0.0,0.01,90.0,76.0,E,0.2,Xbox,Home console,everyone
NBA 2K3,GC,2002,Sports,0.12,0.03,0.0,0.0,84.0,79.5,E,0.15,Nintendo,Home console,everyone
NBA 2K3,PS2,2002,Sports,0.51,0.4,0.0,0.13,89.0,80.0,E,1.04,Playstation,Home console,everyone
NBA 2K3,XB,2002,Sports,0.24,0.07,0.0,0.01,87.0,79.0,E,0.32,Xbox,Home console,everyone
NBA 2K6,PS2,2005,Action,0.43,0.34,0.0,0.11,84.0,83.0,E,0.88,Playstation,Home console,everyone
NBA 2K6,X360,2005,Action,0.21,0.01,0.0,0.02,81.0,86.0,E,0.24,Xbox,Home console,everyone
NBA 2K6,XB,2005,Action,0.27,0.08,0.0,0.01,84.0,87.0,E,0.36000000000000004,Xbox,Home console,everyone
NBA 2K7,PS2,2006,Sports,0.65,0.02,0.0,0.11,81.0,84.0,E,0.78,Playstation,Home console,everyone
NBA 2K7,PS3,2006,Sports,0.3,0.04,0.0,0.03,80.0,74.0,E,0.37,Playstation,Home console,everyone
NBA 2K7,X360,2006,Sports,0.53,0.0,0.0,0.04,84.0,78.0,E,0.5700000000000001,Xbox,Home console,everyone
NBA 2K7,XB,2006,Sports,0.02,0.01,0.0,0.0,83.0,86.0,E,0.03,Xbox,Home console,everyone
NBA 2K8,PS2,2007,Sports,0.5,0.02,0.0,0.08,72.0,60.0,E,0.6,Playstation,Home console,everyone
NBA 2K8,PS3,2007,Sports,0.5,0.01,0.0,0.05,81.0,68.0,E,0.56,Playstation,Home console,everyone
NBA 2K8,X360,2007,Sports,0.79,0.0,0.0,0.07,81.0,70.0,E,0.8600000000000001,Xbox,Home console,everyone
NBA 2K9,PS2,2008,Sports,0.34,0.01,0.0,0.06,70.0,80.0,E,0.41000000000000003,Playstation,Home console,everyone
NBA 2K9,PS3,2008,Sports,0.56,0.0,0.0,0.05,82.0,70.0,E,0.6100000000000001,Playstation,Home console,everyone
NBA 2K9,X360,2008,Sports,1.0,0.16,0.0,0.11,84.0,72.0,E,1.27,Xbox,Home console,everyone
NBA Ballers,PS2,2004,Sports,0.81,0.63,0.0,0.21,83.0,92.0,E,1.65,Playstation,Home console,everyone
NBA Ballers,XB,2004,Sports,0.37,0.11,0.0,0.02,82.0,81.0,E,0.5,Xbox,Home console,everyone
NBA Ballers: Chosen One,PS3,2008,Sports,0.12,0.0,0.0,0.01,54.0,65.0,E,0.13,Playstation,Home console,everyone
NBA Ballers: Chosen One,X360,2008,Sports,0.17,0.0,0.0,0.01,55.0,42.0,E,0.18000000000000002,Xbox,Home console,everyone
NBA Ballers: Phenom,PS2,2006,Sports,0.23,0.18,0.0,0.06,69.0,85.0,E,0.47000000000000003,Playstation,Home console,everyone
NBA Ballers: Phenom,XB,2006,Sports,0.09,0.03,0.0,0.0,70.0,80.0,E,0.12,Xbox,Home console,everyone
NBA Ballers: Rebound,PSP,2006,Sports,0.09,0.0,0.0,0.01,69.0,77.0,E,0.09999999999999999,Playstation,Portable console,everyone
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,0.2,0.05,0.0,0.0,70.0,75.0,Pending,0.25,Nintendo,Home console,pending
NBA Courtside 2002,GC,2002,Sports,0.19,0.05,0.0,0.01,71.0,74.0,E,0.25,Nintendo,Home console,everyone
NBA Hangtime,N64,1997,Sports,0.48,0.08,0.0,0.0,70.0,75.0,Pending,0.5599999999999999,Nintendo,Home console,pending
NBA Hangtime,PS,1996,Sports,0.03,0.02,0.0,0.0,73.5,83.0,Pending,0.05,Playstation,Home console,pending
NBA Hoopz,PS,2001,Sports,0.07,0.05,0.0,0.01,73.5,83.0,E,0.13,Playstation,Home console,everyone
NBA Hoopz,PS2,2001,Sports,0.09,0.07,0.0,0.02,63.0,80.0,E,0.18,Playstation,Home console,everyone
NBA In The Zone,PS,1995,Sports,0.16,0.11,0.0,0.02,73.5,83.0,Pending,0.29000000000000004,Playstation,Home console,pending
NBA In The Zone '98,N64,1997,Sports,0.25,0.02,0.0,0.0,70.0,75.0,Pending,0.27,Nintendo,Home console,pending
NBA In The Zone '99,N64,1998,Sports,0.04,0.0,0.0,0.0,70.0,75.0,Pending,0.04,Nintendo,Home console,pending
NBA Inside Drive 2002,XB,2002,Sports,0.28,0.08,0.0,0.01,76.0,80.0,E,0.37000000000000005,Xbox,Home console,everyone
NBA Inside Drive 2003,XB,2002,Sports,0.23,0.07,0.0,0.01,72.0,78.0,E,0.31000000000000005,Xbox,Home console,everyone
NBA Inside Drive 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,71.0,82.0,E,0.18000000000000002,Xbox,Home console,everyone
NBA Jam,GEN,1992,Sports,1.75,0.25,0.0,0.05,70.0,75.0,Pending,2.05,Other,Home console,pending
NBA Jam,PS2,2003,Sports,0.2,0.16,0.0,0.05,70.0,80.0,Pending,0.41,Playstation,Home console,pending
NBA Jam,PS3,2010,Sports,0.22,0.12,0.0,0.06,71.0,57.0,E,0.39999999999999997,Playstation,Home console,everyone
NBA Jam,SNES,1994,Sports,1.19,0.16,0.0,0.03,70.0,75.0,Pending,1.38,Nintendo,Home console,pending
NBA Jam,Wii,2010,Sports,0.36,0.02,0.0,0.02,79.0,85.0,E,0.4,Nintendo,Home console,everyone
NBA Jam,X360,2010,Sports,0.27,0.09,0.0,0.03,75.0,70.0,E,0.39,Xbox,Home console,everyone
NBA Jam,XB,2003,Sports,0.1,0.03,0.0,0.0,68.0,91.0,E,0.13,Xbox,Home console,everyone
NBA Jam 2000,N64,1999,Sports,0.12,0.01,0.0,0.0,70.0,75.0,Pending,0.13,Nintendo,Home console,pending
NBA Jam 2002,GBA,2002,Sports,0.08,0.03,0.0,0.0,49.0,80.0,E,0.11,Nintendo,Portable console,everyone
NBA Jam 99,N64,1998,Sports,0.25,0.02,0.0,0.0,70.0,75.0,Pending,0.27,Nintendo,Home console,pending
NBA Jam Extreme,PS,1996,Sports,0.12,0.08,0.0,0.01,73.5,83.0,Pending,0.21000000000000002,Playstation,Home console,pending
NBA Jam Tournament Edition,GEN,1994,Sports,0.95,0.14,0.0,0.03,70.0,75.0,Pending,1.1199999999999999,Other,Home console,pending
NBA Jam Tournament Edition,PS,1995,Sports,0.14,0.09,0.0,0.02,73.5,83.0,Pending,0.25,Playstation,Home console,pending
NBA Jam Tournament Edition,SNES,1995,Sports,0.87,0.12,0.0,0.02,70.0,75.0,Pending,1.01,Nintendo,Home console,pending
NBA Live 06,GC,2005,Sports,0.25,0.07,0.0,0.01,76.0,79.5,E,0.33,Nintendo,Home console,everyone
NBA Live 06,PSP,2005,Sports,0.39,0.0,0.0,0.03,80.0,76.0,E,0.42000000000000004,Playstation,Portable console,everyone
NBA Live 06,X360,2005,Sports,0.27,0.0,0.0,0.02,64.0,56.0,E,0.29000000000000004,Xbox,Home console,everyone
NBA Live 06,XB,2005,Sports,0.57,0.04,0.0,0.03,79.0,64.0,E,0.64,Xbox,Home console,everyone
NBA Live 06 (All region sales),PS2,2005,Sports,1.44,0.15,0.0,0.05,70.0,80.0,Pending,1.64,Playstation,Home console,pending
NBA Live 06 (Weekly american sales),PS2,2005,Sports,1.35,0.05,0.0,0.02,70.0,80.0,Pending,1.4200000000000002,Playstation,Home console,pending
NBA Live 07,PS2,2006,Sports,1.07,0.04,0.02,0.17,63.0,60.0,E,1.3,Playstation,Home console,everyone
NBA Live 07,PSP,2006,Sports,0.47,0.0,0.0,0.04,64.0,75.0,E,0.51,Playstation,Portable console,everyone
NBA Live 07,X360,2006,Sports,0.42,0.0,0.0,0.04,59.0,49.0,E,0.45999999999999996,Xbox,Home console,everyone
NBA Live 07,XB,2006,Sports,0.04,0.01,0.0,0.0,69.0,68.0,E,0.05,Xbox,Home console,everyone
NBA Live 08,PS2,2007,Sports,0.59,0.02,0.01,0.1,68.0,66.0,E,0.72,Playstation,Home console,everyone
NBA Live 08,PS3,2007,Sports,0.56,0.02,0.01,0.05,73.0,68.0,E,0.6400000000000001,Playstation,Home console,everyone
NBA Live 08,PSP,2007,Sports,0.28,0.0,0.0,0.02,73.0,62.0,E,0.30000000000000004,Playstation,Portable console,everyone
NBA Live 08,Wii,2007,Sports,0.14,0.0,0.0,0.01,52.0,71.0,E,0.15000000000000002,Nintendo,Home console,everyone
NBA Live 08,X360,2007,Sports,0.47,0.0,0.0,0.04,73.0,53.0,E,0.51,Xbox,Home console,everyone
NBA Live 09,PS2,2008,Sports,0.32,0.01,0.01,0.05,70.0,74.0,E,0.39,Playstation,Home console,everyone
NBA Live 09,PS3,2008,Sports,0.46,0.0,0.02,0.04,75.0,78.0,E,0.52,Playstation,Home console,everyone
NBA Live 09,PSP,2008,Sports,0.23,0.07,0.03,0.06,68.0,73.0,E,0.39000000000000007,Playstation,Portable console,everyone
NBA Live 09,X360,2008,Sports,0.5,0.14,0.0,0.07,77.0,74.0,E,0.71,Xbox,Home console,everyone
NBA Live 09 All-Play,Wii,2008,Sports,0.19,0.01,0.0,0.02,51.0,59.0,E,0.22,Nintendo,Home console,everyone
NBA Live 10,PS3,2009,Sports,0.46,0.02,0.01,0.05,81.0,75.0,E,0.54,Playstation,Home console,everyone
NBA Live 10,PSP,2009,Sports,0.21,0.0,0.01,0.02,64.0,42.0,E,0.24,Playstation,Portable console,everyone
NBA Live 10,X360,2009,Sports,0.4,0.02,0.0,0.03,80.0,77.0,E,0.45000000000000007,Xbox,Home console,everyone
NBA Live 14,PS4,2013,Sports,0.15,0.05,0.0,0.04,43.0,27.0,E,0.24000000000000002,Playstation,Home console,everyone
NBA Live 14,XOne,2013,Sports,0.16,0.02,0.0,0.02,36.0,31.0,E,0.19999999999999998,Xbox,Home console,everyone
NBA Live 15,PS4,2014,Sports,0.16,0.04,0.0,0.04,59.0,56.0,E,0.24000000000000002,Playstation,Home console,everyone
NBA Live 15,XOne,2014,Sports,0.17,0.02,0.0,0.02,53.0,68.0,E,0.21,Xbox,Home console,everyone
NBA Live 16,PS4,2015,Sports,0.1,0.04,0.0,0.03,59.0,61.0,E,0.17,Playstation,Home console,everyone
NBA Live 16,XOne,2015,Sports,0.09,0.01,0.0,0.01,60.0,56.0,E,0.10999999999999999,Xbox,Home console,everyone
NBA Live 2000,N64,1999,Sports,0.42,0.02,0.0,0.0,70.0,75.0,Pending,0.44,Nintendo,Home console,pending
NBA Live 2000,PS,1998,Sports,1.43,0.05,0.0,0.03,73.5,83.0,Pending,1.51,Playstation,Home console,pending
NBA Live 2001,PS,2000,Sports,0.7,0.47,0.0,0.08,86.0,80.0,E,1.25,Playstation,Home console,everyone
NBA Live 2001,PS2,2001,Sports,0.52,0.4,0.04,0.13,74.0,80.0,E,1.09,Playstation,Home console,everyone
NBA Live 2002,PS,2001,Sports,0.29,0.19,0.0,0.03,81.0,88.0,E,0.51,Playstation,Home console,everyone
NBA Live 2002,PS2,2001,Sports,0.91,0.71,0.0,0.24,70.0,74.0,E,1.86,Playstation,Home console,everyone
NBA Live 2002,XB,2001,Sports,0.35,0.03,0.0,0.02,76.0,75.0,E,0.4,Xbox,Home console,everyone
NBA Live 2003,GC,2002,Sports,0.23,0.06,0.0,0.01,82.0,82.0,E,0.30000000000000004,Nintendo,Home console,everyone
NBA Live 2003,PS2,2002,Sports,1.25,0.15,0.03,0.22,83.0,83.0,E,1.65,Playstation,Home console,everyone
NBA Live 2003,XB,2002,Sports,0.31,0.04,0.0,0.01,82.0,88.0,E,0.36,Xbox,Home console,everyone
NBA Live 2004,GC,2003,Sports,0.21,0.05,0.0,0.01,84.0,90.0,E,0.27,Nintendo,Home console,everyone
NBA Live 2004,PS2,2003,Sports,1.57,0.18,0.0,0.27,86.0,77.0,E,2.02,Playstation,Home console,everyone
NBA Live 2004,XB,2003,Sports,0.44,0.04,0.0,0.02,85.0,82.0,E,0.5,Xbox,Home console,everyone
NBA Live 2005,GC,2004,Sports,0.35,0.09,0.0,0.01,83.0,67.0,E,0.44999999999999996,Nintendo,Home console,everyone
NBA Live 2005,PS2,2004,Sports,2.03,0.21,0.0,0.35,84.0,81.0,E,2.59,Playstation,Home console,everyone
NBA Live 2005,XB,2004,Sports,0.81,0.05,0.0,0.04,85.0,76.0,E,0.9000000000000001,Xbox,Home console,everyone
NBA Live 96,PS,1996,Sports,0.16,0.11,0.04,0.02,73.5,83.0,Pending,0.33,Playstation,Home console,pending
NBA Live 97,PS,1996,Sports,0.55,0.38,0.0,0.07,73.5,83.0,Pending,1.0,Playstation,Home console,pending
